# Description : Répartition par année scolaire (depuis 2017) des étudiants ayant bénéficié de la bourse Mermoz pour une mobilité internationale.
# Ce dispositif permet aux étudiants inscrits dans un établissement d'enseignement supérieur en Région Hauts-de-France de :
# - suivre un stage en entreprise ou autre organisme (ONG, association, etc.)
# - suivre à l'étranger un parcours de formation en enseignement supérieur
# - bénéficier d’une expérience dans un laboratoire de recherche à l’étranger (Master 2, doctorat)
# - renforcer ou initier des collaborations entre établissements régionaux et étrangers
# - développer le rayonnement international de la région.
# Plus d'informations : https://guide-aides.hautsdefrance.fr/dispositif997
#
# Thématique(s) : FORMATION
# Mots-Clés : AIDE REGIONALE, ETUDIANT, MOBILITE, INTERNATIONAL, FINANCEMENT, PARTICULIER, MERMOZ, UNIVERSITE, ENSEIGNEMENT SUPERIEUR, REGION32
# Mots-Clés de lieu : HAUTS-DE-FRANCE, SOMME, AISNE, NORD, OISE, PAS DE CALAIS
# Conditions d'utilisation : Utilisation libre sous réserve de mentionner la source (a minima le nom du producteur) et la date de sa dernière mise à jour
# Données ouvertes : oui
# Source : Extrait d'une base régionale à partir des dossiers retenus.
# Champs extraits : année de campagne, commune et établissement d'enseignement, diplôme préparé, type de mobilité, pays de destination, ville d'origine, nombre de semaines financés par l'aide Mermoz.
# Attention : données par année scolaire (septembre à juin)
# Date de création : 2024-04-12
# Date de mise à jour des données : 2024-10-14
# Date de mise à jour de la fiche : 2025-03-04
# Fréquence de mise à jour : Une fois par an
# Langue : Français

Campagne,Civilité,Etablissement d'origine,COD_INSEE_ETS,COMMUNE_ETS,Diplome préparé,Type_mobilité,COD_PAYS,Destination,INSEE Commune ou Code_pays,Adresse_commune,Nb Semaines Financées
MERMOZ23,Monsieur,LYCEE AUGUSTE ANGELLIER DUNKERQUE,59183,DUNKERQUE,BTS,Stage,ESP,ESPAGNE,59131,CAPPELLE LA GRANDE,9
MERMOZ23,Monsieur,UNIVERSITE DE PICARDIE JULES VERNE (UPJV),80021,AMIENS,BUT,Stage,NCL,NOUVELLE-CALEDONIE,80021,AMIENS,10
MERMOZ23,Madame,LYCEE GUY MOLLET ARRAS,62041,ARRAS,BTS,Stage,GBR,ROYAUME-UNI,62250,COURRIERES,9
MERMOZ23,Madame,UNIVERSITE DE LILLE,59350,LILLE,Master universitaire/Ecole,Stage,JPN,JAPON,59512,ROUBAIX,21
MERMOZ23,Monsieur,FORMASUP (APPRENTIS DU SUPERIEUR) VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,NLD,PAYS-BAS,59466,PONT A MARCQ,13
MERMOZ23,Monsieur,LYCEE AUGUSTE ANGELLIER DUNKERQUE,59183,DUNKERQUE,BTS,Stage,ESP,ESPAGNE,59155,COUDEKERQUE BRANCHE,9
MERMOZ23,Monsieur,UNIVERSITE POLYTECHNIQUE DES HAUTS-DE-FRANCE,59221,FAMARS,"Diplôme ingénieur/Ecole 
de commerce",Stage,BRA,BRESIL,31555,TOULOUSE,20
MERMOZ23,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,KOR,COREE (REPUBLIQUE DE),59350,LILLE,26
MERMOZ23,Monsieur,ECOLE CENTRALE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,AUT,AUTRICHE,75115,PARIS,26
MERMOZ23,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Licence universitaire/Ecole,Séjour d'étude,MEX,MEXIQUE,28085,CHARTRES,25
MERMOZ23,Madame,UNIVERSITE POLYTECHNIQUE DES HAUTS-DE-FRANCE,59221,FAMARS,"Diplôme ingénieur/Ecole 
de commerce",Stage,TUR,TURQUIE,59491,RAISMES,13
MERMOZ23,Madame,IFSI CENTRE HOSPITALIER VALENCIENNES,59606,VALENCIENNES,Sanitaire,Stage,KHM,CAMBODGE,87065,FEYTIAT,4
MERMOZ23,Monsieur,LYCEE AUGUSTE ANGELLIER DUNKERQUE,59183,DUNKERQUE,BTS,Stage,ESP,ESPAGNE,62038,ARDRES,9
MERMOZ23,Madame,LYCEE CONDORCET SAINT-QUENTIN,02691,SAINT-QUENTIN,BTS,Stage,ESP,ESPAGNE,02691,ST QUENTIN,9
MERMOZ23,Madame,LYCEE SAINT PAUL LENS ,62498,LENS ,BTS,Stage,SWE,SUEDE,62035,ANNEZIN,9
MERMOZ23,Madame,LYCEE WATTEAU VALENCIENNES,59606,VALENCIENNES,BTS,Stage,TUN,TUNISIE,59079,BEUVRAGES,8
MERMOZ23,Monsieur,LYCEE GASTON BERGER LILLE,59350,LILLE,BTS,Stage,DEU,ALLEMAGNE,89387,SENS,8
MERMOZ23,Madame,LYCEE FELIX FAURE BEAUVAIS,60057,BEAUVAIS,BTS,Stage,ESP,ESPAGNE,60057,BEAUVAIS,9
MERMOZ23,Madame,FORMASUP (APPRENTIS DU SUPERIEUR) VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,"Diplôme ingénieur/Ecole 
de commerce",Stage,USA,ETATS-UNIS,21231,DIJON,8
MERMOZ23,Madame,LYCEE LOUIS BLARINGHEM BETHUNE ,62119,BETHUNE ,BTS,Stage,ESP,ESPAGNE,62119,BETHUNE,9
MERMOZ23,Madame,FORMASUP (APPRENTIS DU SUPERIEUR) VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,IRL,"IRLANDE, ou EIRE",59322,IWUY,8
MERMOZ23,Madame,LYCEE FELIX FAURE BEAUVAIS,60057,BEAUVAIS,BTS,Stage,ARE,EMIRATS ARABES UNIS,60157,CLERMONT,9
MERMOZ23,Madame,LYCEE FELIX FAURE BEAUVAIS,60057,BEAUVAIS,BTS,Stage,ARE,EMIRATS ARABES UNIS,60106,BREUIL LE SEC,9
MERMOZ23,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,ESPE-INSPE (Master MEEF),Stage,JPN,JAPON,59350,LILLE,10
MERMOZ23,Madame,LYCEE HUGUES CAPET SENLIS ,60612,SENLIS ,BTS,Stage,ESP,ESPAGNE,60176,CREPY EN VALOIS,9
MERMOZ23,Monsieur,INSTITUT POLYTECHNIQUE LASALLE BEAUVAIS ,60057,BEAUVAIS,"Diplôme ingénieur/Ecole 
de commerce",Stage,DNK,DANEMARK,80021,AMIENS,8
MERMOZ23,Madame,LYCEE SAINTE COLETTE CORBIE,80212,CORBIE,BTS,Stage,SWE,SUEDE,80694,SAILLY LE SEC,10
MERMOZ23,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Stage,VNM,VIET NAM,59350,LILLE,13
MERMOZ23,Monsieur,IMT NORD EUROPE DOUAI,59178,DOUAI,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,AUS,AUSTRALIE,83009,BANDOL,22
MERMOZ23,Monsieur,LYCEE MARIETTE BOULOGNE SUR MER,62160,BOULOGNE SUR MER ,BTS,Stage,ESP,ESPAGNE,62746,PONT DE BRIQUES ST ETIENNE,9
MERMOZ23,Madame,INSTITUT POLYTECHNIQUE LASALLE BEAUVAIS ,60057,BEAUVAIS,"Diplôme ingénieur/Ecole 
de commerce",Stage,LKA,SRI LANKA,60057,BEAUVAIS,12
MERMOZ23,Monsieur,LYCEE EDOUARD GAND AMIENS,80021,AMIENS,BTS,Stage,IRL,"IRLANDE, ou EIRE",80021,AMIENS,9
MERMOZ23,Monsieur,LYCEE GASTON BERGER LILLE,59350,LILLE,BTS,Stage,ARE,EMIRATS ARABES UNIS,59650,WATTRELOS,9
MERMOZ23,Madame,INSTITUT POLYTECHNIQUE LASALLE BEAUVAIS ,60057,BEAUVAIS,"Diplôme ingénieur/Ecole 
de commerce",Stage,USA,ETATS-UNIS,60057,BEAUVAIS,9
MERMOZ23,Monsieur,LYCEE FENELON CAMBRAI ,59122,CAMBRAI,BTS,Stage,NLD,PAYS-BAS,59037,AVESNES LES AUBERT,9
MERMOZ23,Madame,INSTITUT DE GENECH ,59258,GENECH,BTS,Stage,IRL,"IRLANDE, ou EIRE",80129,BOUZINCOURT,4
MERMOZ23,Madame,LYCEE MARIETTE BOULOGNE SUR MER,62160,BOULOGNE SUR MER ,BTS,Stage,DEU,ALLEMAGNE,62160,BOULOGNE SUR MER,9
MERMOZ23,Monsieur,LYCEE JEAN BAPTISTE COROT DOUAI,59178,DOUAI,BTS,Stage,MAR,MAROC,59008,ANICHE,10
MERMOZ23,Monsieur,LYCEE AUGUSTE ANGELLIER DUNKERQUE,59183,DUNKERQUE,BTS,Stage,BEL,BELGIQUE,59340,LEFFRINCKOUCKE,9
MERMOZ23,Madame,LYCEE HOTELIER INTERNATIONAL LILLE FIVES,59350,LILLE,BTS,Stage,ESP,ESPAGNE,02680,ST GOBAIN,0
MERMOZ23,Madame,LYCEE LOUIS BLARINGHEM BETHUNE ,62119,BETHUNE ,BTS,Stage,ESP,ESPAGNE,62019,AIX NOULETTE,9
MERMOZ23,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Stage,MAR,MAROC,75115,PARIS,14
MERMOZ23,Madame,UNIVERSITE DE LILLE,59350,LILLE,Master universitaire/Ecole,Séjour d'étude,FRA,FRANCE,50602,TOURLAVILLE,20
MERMOZ23,Madame,LYCEE GASTON BERGER LILLE,59350,LILLE,BTS,Stage,ESP,ESPAGNE,59350,LILLE,9
MERMOZ23,Monsieur,LYCEE MARIETTE BOULOGNE SUR MER,62160,BOULOGNE SUR MER ,BTS,Stage,NLD,PAYS-BAS,62160,BOULOGNE SUR MER,9
MERMOZ23,Monsieur,LYCEE MARIETTE BOULOGNE SUR MER,62160,BOULOGNE SUR MER ,BTS,Stage,ITA,ITALIE,62160,BOULOGNE SUR MER,9
MERMOZ23,Madame,LYCEE MARIETTE BOULOGNE SUR MER,62160,BOULOGNE SUR MER ,BTS,Stage,ESP,ESPAGNE,62193,CALAIS,9
MERMOZ23,Monsieur,INSTITUTION JEAN PAUL II COMPIEGNE ,60159,COMPIEGNE ,BTS,Stage,MYS,MALAISIE,60159,COMPIEGNE,8
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ESP,ESPAGNE,33522,TALENCE,19
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,HRV,CROATIE,88165,ETIVAL CLAIREFONTAINE,19
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ESP,ESPAGNE,62560,MARQUISE,18
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,AUT,AUTRICHE,35196,MORDELLES,19
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,HRV,CROATIE,82025,BRESSOLS,19
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,POL,POLOGNE,86066,CHATELLERAULT,18
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Stage,FIN,FINLANDE,13088,LE ROVE,23
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ITA,ITALIE,59205,ESCAUDAIN,23
MERMOZ23,Madame,UNIVERSITE DE PICARDIE JULES VERNE (UPJV),80021,AMIENS,Master universitaire/Ecole,Stage,AUT,AUTRICHE,60134,CAUFFRY,26
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,AUT,AUTRICHE,01451,VIRIAT,19
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,MEX,MEXIQUE,06105,ROQUEFORT LES PINS,18
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,LTU,LITUANIE,02691,ST QUENTIN,22
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ESP,ESPAGNE,94071,SUCY EN BRIE,18
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,DEU,ALLEMAGNE,53130,LAVAL,19
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,POL,POLOGNE,59214,ESTREES,19
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ESP,ESPAGNE,02810,VILLERS COTTERETS,19
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,LVA,LETTONIE,91645,VERRIERES LE BUISSON,20
MERMOZ23,Madame,LYCEE HOTELIER INTERNATIONAL LILLE FIVES,59350,LILLE,BTS,Stage,EST,ESTONIE,02157,CHAMBRY,10
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ITA,ITALIE,91471,ORSAY,23
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,Doctorat/Thèse,Séjour d'étude,MEX,MEXIQUE,59392,MAUBEUGE,18
MERMOZ23,Madame,LYCEE BOUCHER DE PERTHES ABBEVILLE,80001,ABBEVILLE,BTS,Stage,ITA,ITALIE,80399,GUIGNEMICOURT,6
MERMOZ23,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,COG,CONGO (REPUBLIQUE DEMOCRATIQUE),59410,MONS EN BAROEUL,24
MERMOZ23,Monsieur,LYCEE LOUIS BLARINGHEM BETHUNE ,62119,BETHUNE ,BTS,Stage,MLT,MALTE,62713,ROBECQ,9
MERMOZ23,Monsieur,LYCEE INTERNATIONAL MONTEBELLO LILLE,59350,LILLE,BTS,Stage,ESP,ESPAGNE,62907,LIBERCOURT,9
MERMOZ23,Madame,LYCEE EDOUARD GAND AMIENS,80021,AMIENS,BTS,Stage,GBR,ROYAUME-UNI,80021,AMIENS,8
MERMOZ23,Madame,ECOLE CENTRALE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Stage,SGP,SINGAPOUR,67095,DIEMERINGEN,26
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ITA,ITALIE,69383,LYON,23
MERMOZ23,Monsieur,LYCEE FELIX FAURE BEAUVAIS,60057,BEAUVAIS,BTS,Stage,ESP,ESPAGNE,60106,BREUIL LE SEC,9
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,LTU,LITUANIE,16281,LA ROCHEFOUCAULD,22
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Stage,BEL,BELGIQUE,92063,RUEIL MALMAISON,23
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ITA,ITALIE,31291,LEGUEVIN,22
MERMOZ23,Monsieur,LYCEE LOUIS BLARINGHEM BETHUNE ,62119,BETHUNE ,BTS,Stage,MLT,MALTE,62190,BUSNES,9
MERMOZ23,Madame,LYCEE WATTEAU VALENCIENNES,59606,VALENCIENNES,BTS,Stage,MLT,MALTE,59137,CATILLON SUR SAMBRE,8
MERMOZ23,Madame,LYCEE HOTELIER INTERNATIONAL LILLE FIVES,59350,LILLE,BTS,Stage,EST,ESTONIE,59350,LILLE,10
MERMOZ23,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,Master universitaire/Ecole,Stage,CHE,SUISSE,59286,HAUBOURDIN,21
MERMOZ23,Madame,LYCEE FELIX FAURE BEAUVAIS,60057,BEAUVAIS,BTS,Stage,ARE,EMIRATS ARABES UNIS,60157,CLERMONT,9
MERMOZ23,Madame,LYCEE HUGUES CAPET SENLIS ,60612,SENLIS ,BTS,Stage,ARE,EMIRATS ARABES UNIS,60414,MONTATAIRE,9
MERMOZ23,Madame,SKEMA BUSINESS SCHOOL LILLE,59350,LILLE ,Master universitaire/Ecole,Stage,ARE,EMIRATS ARABES UNIS,59460,PETITE SYNTHE,26
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,KOR,COREE (REPUBLIQUE DE),01143,DIVONNE LES BAINS,15
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,BGR,BULGARIE,60508,PONTPOINT,18
MERMOZ23,Monsieur,LYCEE MARIETTE BOULOGNE SUR MER,62160,BOULOGNE SUR MER ,BTS,Stage,ESP,ESPAGNE,62233,CONCHIL LE TEMPLE,9
MERMOZ23,Madame,LYCEE EDOUARD GAND AMIENS,80021,AMIENS,BTS,Stage,GBR,ROYAUME-UNI,60414,MONTATAIRE,8
MERMOZ23,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Licence universitaire/Ecole,Stage,USA,ETATS-UNIS,95142,CHARS,22
MERMOZ23,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Stage,CHE,SUISSE,59350,LILLE,12
MERMOZ23,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Licence universitaire/Ecole,Stage,USA,ETATS-UNIS,59286,HAUBOURDIN,17
MERMOZ23,Madame,INSTITUTION JEAN PAUL II COMPIEGNE ,60159,COMPIEGNE ,BTS,Stage,ESP,ESPAGNE,60509,PONT STE MAXENCE,8
MERMOZ23,Madame,LYCEE WATTEAU VALENCIENNES,59606,VALENCIENNES,BTS,Stage,ESP,ESPAGNE,59207,ESCAUTPONT,8
MERMOZ23,Monsieur,LYCEE FELIX FAURE BEAUVAIS,60057,BEAUVAIS,BTS,Stage,MEX,MEXIQUE,60057,BEAUVAIS,8
MERMOZ23,Madame,LYCEE MARIETTE BOULOGNE SUR MER,62160,BOULOGNE SUR MER ,BTS,Stage,NLD,PAYS-BAS,62281,ECHINGHEN,9
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,NLD,PAYS-BAS,91135,CHAMPCUEIL,23
MERMOZ23,Madame,LYCEE MARIETTE BOULOGNE SUR MER,62160,BOULOGNE SUR MER ,BTS,Stage,NLD,PAYS-BAS,62318,ETAPLES,9
MERMOZ23,Madame,LYCEE MARIETTE BOULOGNE SUR MER,62160,BOULOGNE SUR MER ,BTS,Stage,PRT,PORTUGAL,62329,FERQUES,9
MERMOZ23,Monsieur,LYCEE DES METIERS DE L AMEUBLEMENT SAINT QUENTIN,02691,SAINT-QUENTIN,Licence universitaire/Ecole,Stage,CAN,CANADA,02691,ST QUENTIN,16
MERMOZ23,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,BUT,Stage,JPN,JAPON,62250,COURRIERES,12
MERMOZ23,Monsieur,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ARG,ARGENTINE,75117,PARIS,22
MERMOZ23,Madame,UNIVERSITE DE PICARDIE JULES VERNE (UPJV),80021,AMIENS,Master universitaire/Ecole,Stage,VNM,VIET NAM,59350,LILLE,18
MERMOZ23,Monsieur,LYCEE GUY MOLLET ARRAS,62041,ARRAS,BTS,Stage,IRL,"IRLANDE, ou EIRE",62570,MERICOURT,9
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,MEX,MEXIQUE,18279,VIERZON,18
MERMOZ23,Madame,LYCEE WATTEAU VALENCIENNES,59606,VALENCIENNES,BTS,Stage,ESP,ESPAGNE,59079,BEUVRAGES,8
MERMOZ23,Monsieur,FORMASUP (APPRENTIS DU SUPERIEUR) VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,"Diplôme ingénieur/Ecole 
de commerce",Stage,POL,POLOGNE,62263,DAINVILLE,4
MERMOZ23,Madame,LYCEE AUGUSTE ANGELLIER DUNKERQUE,59183,DUNKERQUE,BTS,Stage,ESP,ESPAGNE,59271,GRANDE SYNTHE,9
MERMOZ23,Madame,UNIVERSITE DE PICARDIE JULES VERNE (UPJV),80021,AMIENS,Licence universitaire/Ecole,Séjour d'étude,FIN,FINLANDE,02408,LAON,21
MERMOZ23,Monsieur,LYCEE LOUIS BLARINGHEM BETHUNE ,62119,BETHUNE ,BTS,Stage,ESP,ESPAGNE,62841,VENDIN LES BETHUNE,9
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,PRT,PORTUGAL,95428,MONTMORENCY,23
MERMOZ23,Madame,LYCEE HOTELIER INTERNATIONAL LILLE FIVES,59350,LILLE,BTS,Stage,ESP,ESPAGNE,59350,LILLE,10
MERMOZ23,Madame,LYCEE AUGUSTE ANGELLIER DUNKERQUE,59183,DUNKERQUE,BTS,Stage,HRV,CROATIE,59359,LOON PLAGE,9
MERMOZ23,Monsieur,LYCEE HUGUES CAPET SENLIS ,60612,SENLIS ,BTS,Stage,MYS,MALAISIE,60175,CREIL,9
MERMOZ23,Monsieur,IRFA APISUP APPRENTIS DU SUPERIEUR AMIENS,80021,AMIENS,"Diplôme ingénieur/Ecole 
de commerce",Stage,IRL,"IRLANDE, ou EIRE",80021,AMIENS,12
MERMOZ23,Madame,LYCEE AUGUSTE ANGELLIER DUNKERQUE,59183,DUNKERQUE,BTS,Stage,ESP,ESPAGNE,59499,REXPOEDE,9
MERMOZ23,Monsieur,LYCEE HUGUES CAPET SENLIS ,60612,SENLIS ,BTS,Stage,MYS,MALAISIE,60107,BREUIL LE VERT,9
MERMOZ23,Madame,INSTITUT POLYTECHNIQUE LASALLE BEAUVAIS ,60057,BEAUVAIS,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,MEX,MEXIQUE,64059,ARTIGUELOUTAN,21
MERMOZ23,Monsieur,LYCEE FENELON CAMBRAI ,59122,CAMBRAI,BTS,Stage,ESP,ESPAGNE,59294,HAYNECOURT,9
MERMOZ23,Madame,LYCEE GUY MOLLET ARRAS,62041,ARRAS,BTS,Stage,DNK,DANEMARK,62041,ARRAS,9
MERMOZ23,Madame,LYCEE PAUL CLAUDEL LAON,02408,LAON,BTS,Stage,MLT,MALTE,02408,LAON,9
MERMOZ23,Monsieur,LYCEE JESSE DE FOREST AVESNES SUR HELPE,59036,AVESNES SUR HELPE ,BTS,Stage,BGR,BULGARIE,02381,HIRSON,0
MERMOZ23,Monsieur,FORMASUP (APPRENTIS DU SUPERIEUR) VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,"Diplôme ingénieur/Ecole 
de commerce",Stage,ITA,ITALIE,59302,HERIN,9
MERMOZ23,Madame,LYCEE SAINT JUDE ARMENTIERES,59017,ARMENTIERES,BTS,Stage,ESP,ESPAGNE,59017,ARMENTIERES,9
MERMOZ23,Madame,LYCEE SAINT PAUL LENS ,62498,LENS ,BTS,Stage,BEL,BELGIQUE,62637,OIGNIES,9
MERMOZ23,Monsieur,LYCEE SAINT PAUL LENS ,62498,LENS ,BTS,Stage,MLT,MALTE,62119,BETHUNE,9
MERMOZ23,Madame,LYCEE PAUL CLAUDEL LAON,02408,LAON,BTS,Stage,MLT,MALTE,02722,SOISSONS,9
MERMOZ23,Monsieur,UNIVERSITÉ DU LITTORAL COTE D'OPALE DUNKERQUE,59183,DUNKERQUE ,BUT,Stage,JPN,JAPON,62634,OFFEKERQUE,13
MERMOZ23,Madame,LYCEE INTERNATIONAL MONTEBELLO LILLE,59350,LILLE,BTS,Stage,MLT,MALTE,59606,VALENCIENNES,9
MERMOZ23,Monsieur,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ITA,ITALIE,73093,LA COTE D AIME,24
MERMOZ23,Monsieur,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ARG,ARGENTINE,59586,TEMPLEUVE EN PEVELE,17
MERMOZ23,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,Médecin,Séjour d'étude,ITA,ITALIE,59350,LILLE,9
MERMOZ23,Monsieur,INSTITUTION JEAN PAUL II COMPIEGNE ,60159,COMPIEGNE ,BTS,Stage,ARE,EMIRATS ARABES UNIS,60159,COMPIEGNE,8
MERMOZ23,Madame,LYCEE INTERNATIONAL MONTEBELLO LILLE,59350,LILLE,BTS,Stage,PRT,PORTUGAL,59365,LOUVROIL,9
MERMOZ23,Madame,SKEMA BUSINESS SCHOOL LILLE,59350,LILLE ,"Diplôme ingénieur/Ecole 
de commerce",Stage,SEN,SENEGAL,80182,CAYEUX SUR MER,17
MERMOZ23,Monsieur,INSTITUT POLYTECHNIQUE LASALLE BEAUVAIS ,60057,BEAUVAIS,"Diplôme ingénieur/Ecole 
de commerce",Stage,ITA,ITALIE,80021,AMIENS,9
MERMOZ23,Madame,UNIVERSITE TECHNOLOGIQUE DE COMPIEGNE,60159,COMPIEGNE ,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SVK,SLOVAQUIE,60159,COMPIEGNE,19
MERMOZ23,Monsieur,SKEMA BUSINESS SCHOOL LILLE,59350,LILLE ,Licence universitaire/Ecole,Séjour d'étude,CZE,TCHEQUE (REPUBLIQUE),59350,LILLE,17
MERMOZ23,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,USA,ETATS-UNIS,59512,ROUBAIX,16
